Iteration,Architecture,ScenarioPath,Average_CPU,refined
1,micro,1,455.83185000000003,True
1,micro,2,535.4651250000001,True
1,micro,3,1079.168175,True
1,mono,1,2498.83725,True
1,mono,2,936.377475,True
1,mono,3,1084.660125,True
2,micro,1,489.35001666666665,True
2,micro,2,574.838875,True
2,micro,3,1158.521425,True
2,mono,1,2682.5814166666664,True
2,mono,2,1005.2310583333333,True
2,mono,3,1164.4172083333333,True
3,micro,1,471.9290083333334,True
3,micro,2,554.3744375000001,True
3,micro,3,1117.2777125000002,True
3,mono,1,2587.080708333334,True
3,mono,2,969.4445291666668,True
3,mono,3,1122.9636041666668,True
4,micro,1,478.4701,True
4,micro,2,562.05825,True
4,micro,3,1132.76355,True
4,mono,1,2622.9384999999997,True
4,mono,2,982.88135,True
4,mono,3,1138.52825,True
5,micro,1,465.84995,True
5,micro,2,547.233375,True
5,micro,3,1102.885725,True
5,mono,1,2553.75575,True
5,mono,2,956.956825,True
5,mono,3,1108.498375,True
6,micro,1,481.049325,True
6,micro,2,565.0880625,True
6,micro,3,1138.8697875,True
6,mono,1,2637.077625,True
6,mono,2,988.1796375,True
6,mono,3,1144.6655625,True
7,micro,1,477.0348916666666,True
7,micro,2,560.3723125,True
7,micro,3,1129.3657375,True
7,mono,1,2615.0707916666665,True
7,mono,2,979.9331208333333,True
7,mono,3,1135.1131458333332,True
8,micro,1,467.60263333333336,True
8,micro,2,549.29225,True
8,micro,3,1107.03515,True
8,mono,1,2563.3638333333333,True
8,mono,2,960.5572166666667,True
8,mono,3,1112.6689166666667,True
9,micro,1,462.444875,True
9,micro,2,543.2334375,True
9,micro,3,1094.8243125,True
9,mono,1,2535.089375,True
9,mono,2,949.9620625,True
9,mono,3,1100.3959375,True
10,micro,1,469.105625,True
10,micro,2,551.0578125,True
10,micro,3,1110.5934375,True
10,mono,1,2571.603125,True
10,mono,2,963.6446875,True
10,mono,3,1116.2453125,True
11,micro,1,468.4734416666667,True
11,micro,2,550.3151875,True
11,micro,3,1109.0967625,True
11,mono,1,2568.137541666667,True
11,mono,2,962.3460458333334,True
11,mono,3,1114.7410208333333,True
12,micro,1,455.3712,True
12,micro,2,534.924,True
12,micro,3,1078.0776,True
12,mono,1,2496.312,True
12,mono,2,935.4312,True
12,mono,3,1083.564,True
13,micro,1,473.84700000000004,True
13,micro,2,556.6275,True
13,micro,3,1121.8185,True
13,mono,1,2597.5950000000003,True
13,mono,2,973.3845000000001,True
13,mono,3,1127.5275000000001,True
14,micro,1,462.72984166666663,True
14,micro,2,543.5681874999999,True
14,micro,3,1095.4989624999998,True
14,mono,1,2536.6515416666666,True
14,mono,2,950.5474458333332,True
14,mono,3,1101.0740208333332,True
15,micro,1,468.8829083333334,True
15,micro,2,550.7961875,True
15,micro,3,1110.0661625,True
15,mono,1,2570.3822083333334,True
15,mono,2,963.1871791666667,True
15,mono,3,1115.7153541666667,True
16,micro,1,470.98834166666666,True
16,micro,2,553.2694375,True
16,micro,3,1115.0507125,True
16,mono,1,2581.9240416666667,True
16,mono,2,967.5121958333333,True
16,mono,3,1120.7252708333333,True
